Brawler,Map,Adjusted Win Rate
FRANK,Feast or Famine,0.541194505
STU,Dark Fantasies,0.541173466
EDGAR,SHROUDING SERPENT,0.541142966
BROCK,Pinhole Punt,0.54105008
COLETTE,Acid Lakes,0.541045221
SURGE,Cavern Churn,0.540997347
PIPER,WARRIOR'S WAY,0.540975925
PIPER,Pinball Dreams,0.540965807
NANI,Sticky Notes,0.540885073
SURGE,Safety Center,0.54087302
TARA,Rockwall Brawl,0.540856822
BEA,Ruins,0.540787612
COLT,Triple Dribble,0.540745803
SURGE,Sticky Notes,0.540544476
BROCK,Safety Center,0.540439771
STU,Double Trouble,0.540430975
MORTIS,NO SURRENDER,0.540400125
COLT,Sticky Notes,0.540289386
BYRON,Pierced,0.540102757
LEON,Deep End,0.540039868
COLT,Binary Coding,0.539964445
EDGAR,Cotton Candy Dreams,0.539916119
MORTIS,Hot Potato,0.539907286
PIPER,Mystic Touch,0.539881633
BEA,Mystic Touch,0.539857274
LEON,Cavern Churn,0.539604447
BARLEY,Dried Up River,0.539595149
BROCK,Slalom Slam,0.539563524
RICO,Cavern Churn,0.539448747
TICK,Dried Up River,0.539365175
SHELLY,Dark Fantasies,0.539319689
COLT,Firm Grip,0.539287447
EDGAR,Goldarm Gulch,0.539263129
SPROUT,Bridge Too Far,0.539219419
DYNAMIKE,Dueling Beetles,0.539152474
SHELLY,Double Trouble,0.539125324
BYRON,Cavern Churn,0.539107549
PIPER,Safety Center,0.538885137
SURGE,Acid Lakes,0.538868563
BROCK,Pit Stop,0.538867046
COLT,Slalom Slam,0.538801069
GENE,Hard Rock Mine,0.538794231
SURGE,Skull Creek,0.538721291
FRANK,Cavern Churn,0.538702315
BEA,Scorched Stone,0.538676
TICK,Rattlesnake Ravine,0.538671154
PIPER,Center Field,0.538640405
COLT,Skull Creek,0.538476984
TARA,Safety Center,0.538333348
PIPER,Firm Grip,0.538309094
TARA,Acid Lakes,0.538293638
RICO,Dried Up River,0.53828198
CROW,Cavern Churn,0.538203379
COLT,Pinball Dreams,0.538171213
CROW,Deep End,0.538139015
COLT,Backyard Bowl,0.538132579
SHELLY,Cavern Churn,0.538095551
PIPER,Triple Dribble,0.538076019
COLT,Goldarm Gulch,0.538043054
MORTIS,Cotton Candy Dreams,0.537988281
BROCK,Skull Creek,0.537567434
PIPER,SHROUDING SERPENT,0.537527855
PIPER,Center Stage,0.537448056
DYNAMIKE,Rockwall Brawl,0.537446897
TICK,Acid Lakes,0.537384193
EDGAR,Sticky Notes,0.537296329
EDGAR,Power Shot,0.537238922
GENE,Dried Up River,0.537212597
EDGAR,Hideout,0.537170796
BEA,Deep End,0.537108571
COLT,Dark Passage,0.53698547
BYRON,Night at the Museum,0.536827248
EDGAR,Ends Meet,0.53681664
PIPER,Ruins,0.536784028
SURGE,Scorched Stone,0.536704879
EDGAR,Firm Grip,0.536620619
BEA,Acid Lakes,0.536619672
PIPER,Rockwall Brawl,0.536581831
EDGAR,Cavern Churn,0.536559037
DYNAMIKE,Night at the Museum,0.53646645
RICO,Mystic Touch,0.536383227
TARA,Double Trouble,0.536290909
COLT,Split,0.536146087
BEA,Pierced,0.536060012
EDGAR,Field Goal,0.536005845
BEA,Shooting Star,0.535991287
BEA,Layer Cake,0.5358882
SHELLY,Feast or Famine,0.535877741
SPROUT,Pinhole Punt,0.535871575
COLT,Field Goal,0.535715305
EDGAR,Triple Dribble,0.535659889
PIPER,Night at the Museum,0.535376481
SURGE,Dark Fantasies,0.535375237
COLT,Double Trouble,0.535319457
SURGE,Dark Passage,0.535311331
DYNAMIKE,Triple Dribble,0.535196638
SPIKE,Cavern Churn,0.535191918
TARA,Cavern Churn,0.53517697
EDGAR,Sneaky Fields,0.535073386
BYRON,Dried Up River,0.534990283
PIPER,Sneaky Fields,0.534987686
SURGE,Feast or Famine,0.53497676
RICO,Rockwall Brawl,0.534769521
EDGAR,Acid Lakes,0.534511021
BROCK,Backyard Bowl,0.534310422
COLT,Feast or Famine,0.534283033
COLT,Super Stadium,0.534207656
EDGAR,Luis' Revenge,0.53413334
EDGAR,Dried Up River,0.533940376
SPROUT,Super Stadium,0.533903523
EDGAR,Scorched Stone,0.533869972
BEA,Flaring Phoenix,0.53383431
SPIKE,Ruins,0.533741142
SURGE,Double Trouble,0.533716812
COLT,Center Field,0.533658242
PIPER,Super Stadium,0.53356239
COLT,Night at the Museum,0.533499084
MORTIS,Double Swoosh,0.533437995
STU,SHROUDING SERPENT,0.533260814
MORTIS,SHROUDING SERPENT,0.533118957
SPROUT,Power Shot,0.533114655
EDGAR,Pinhole Punt,0.533021008
PIPER,Slalom Slam,0.532455478
PIPER,Power Shot,0.532327204
EDGAR,Backyard Bowl,0.531877946
EDGAR,Double Trouble,0.531716693
CROW,Ruins,0.531637404
EDGAR,Dark Fantasies,0.531601502
EDGAR,Mystic Touch,0.53134374
DYNAMIKE,Dark Fantasies,0.530915019
TICK,Pit Stop,0.530861284
BEA,Dried Up River,0.530839166
DYNAMIKE,Cavern Churn,0.530559827
DYNAMIKE,Dark Passage,0.530328621
COLT,Mystic Touch,0.53024196
PIPER,Cavern Churn,0.530233189
COLT,Safety Center,0.530115966
MR. P,Last Stand,0.529871808
COLT,Power Shot,0.529799636
DYNAMIKE,Pinball Dreams,0.52978465
BYRON,Ruins,0.529684384
EDGAR,Safety Center,0.529625926
COLT,Cavern Churn,0.529421727
DYNAMIKE,Skull Creek,0.529102964
MORTIS,TIGER TRAP,0.528478752
DYNAMIKE,Mystic Touch,0.528098196
BROCK,Super Stadium,0.527724413
PIPER,Dried Up River,0.527456185
COLT,Sneaky Fields,0.527380433
COLT,Rockwall Brawl,0.52717913
DYNAMIKE,Safety Center,0.526679185
COLT,Acid Lakes,0.524559624
COLT,Dried Up River,0.52442713
EDGAR,Feast or Famine,0.524211731
PIPER,Pinhole Punt,0.524004564
EDGAR,Deep End,0.523933071
MORTIS,Slalom Slam,0.523798797
MORTIS,Backyard Bowl,0.523707165
DYNAMIKE,Super Stadium,0.523540009
COLT,Center Stage,0.523372956
DYNAMIKE,Dried Up River,0.523303852
EDGAR,Super Stadium,0.523202233
DYNAMIKE,Scorched Stone,0.522461253
MORTIS,Sticky Notes,0.522437321
COLT,Scorched Stone,0.522095645
MORTIS,Feast or Famine,0.522070408
DYNAMIKE,Ruins,0.521079586
MORTIS,Pinball Dreams,0.521055782
DYNAMIKE,Power Shot,0.520612168
DYNAMIKE,Acid Lakes,0.520065797
COLT,Ruins,0.520027655
MORTIS,Field Goal,0.519632917
MORTIS,Center Field,0.519341356
MORTIS,Dark Passage,0.519188705
DYNAMIKE,Center Stage,0.519059643
DYNAMIKE,Backyard Bowl,0.519038039
DYNAMIKE,Feast or Famine,0.518695766
MORTIS,Skull Creek,0.518229828
MORTIS,Firm Grip,0.518106051
MORTIS,Binary Coding,0.518043153
MORTIS,Power Shot,0.51801545
MORTIS,Deep End,0.517038286
DYNAMIKE,Double Trouble,0.515969174
DYNAMIKE,Sticky Notes,0.515734171
MORTIS,Center Stage,0.515261483
MORTIS,Pinhole Punt,0.515010556
MORTIS,Dark Fantasies,0.514861917
DYNAMIKE,Sneaky Fields,0.514429487
DYNAMIKE,Slalom Slam,0.514115036
MORTIS,Mystic Touch,0.513594534
MORTIS,Super Stadium,0.513045914
DYNAMIKE,Field Goal,0.512377302
DYNAMIKE,Binary Coding,0.512226003
MORTIS,Dried Up River,0.511686304
MORTIS,Safety Center,0.511168418
DYNAMIKE,Firm Grip,0.510699347
MORTIS,Rockwall Brawl,0.510452429
MORTIS,Ruins,0.510241367
MORTIS,Triple Dribble,0.509853204
MORTIS,Scorched Stone,0.508917519
MORTIS,Cavern Churn,0.508682861
MORTIS,Double Trouble,0.506599461
MORTIS,Acid Lakes,0.505084256
MORTIS,Sneaky Fields,0.501884247
DYNAMIKE,Pinhole Punt,0.500536136
