Brawler,Map,Adjusted Win Rate
8-BIT,Parallel Plays,0.563750005
TICK,Pierced,0.563746792
SPIKE,Center Field,0.563744275
PENNY,Dried Up River,0.5637351
GALE,Gem Source,0.563724843
JACKY,Flooded Mine,0.563724507
SPROUT,Safety Center,0.563723492
PAM,Field Goal,0.563722301
BYRON,Bric-a-Brac,0.563712877
STU,Pinball Dreams,0.563706704
COLETTE,Lit Match,0.563678905
TICK,Deathcap Trap,0.563662498
SPROUT,Hot Potato,0.563654696
EL PRIMO,Goldarm Gulch,0.563649936
BROCK,Controller Chaos,0.56364058
LOU,Layer Cake,0.563630877
MR. P,Crystal Arcade,0.563629368
BULL,Flaring Phoenix,0.563623586
SPROUT,Controller Chaos,0.563618578
SURGE,Kaboom Canyon,0.563617886
PAM,Some Assembly Required,0.563615707
BULL,Belle's Rock,0.563614316
BUZZ,Ring of Fire,0.563592917
LEON,Bot Drop,0.563585221
BYRON,SHROUDING SERPENT,0.563581325
MAX,Robo Ring,0.56358017
MEG,Ends Meet,0.563575425
8-BIT,Deathcap Trap,0.563574087
SQUEAK,Feast or Famine,0.563574018
PENNY,Danger Zone,0.56357307
EMZ,Four Squared,0.563572651
BUZZ,Danger Zone,0.56356791
MEG,Scorched Stone,0.563551263
MORTIS,Hard Rock Mine,0.563549284
GRIFF,Electric Zone,0.563505206
STU,Power Shot,0.563499519
EMZ,Flaring Phoenix,0.563473931
BO,Field Goal,0.563442478
MEG,Pit Stop,0.563436581
PAM,Diagonal Alley,0.563435348
STU,Rattlesnake Ravine,0.563426106
LEON,Split,0.563425232
JACKY,Double Trouble,0.563423562
TARA,Luis' Revenge,0.563420991
SHELLY,Slalom Slam,0.563416533
PAM,Four Squared,0.563407122
EL PRIMO,Hot Potato,0.563402523
COLETTE,Parallel Plays,0.563393139
ROSA,Skull Creek,0.563384355
BARLEY,Power Shot,0.563383039
GRIFF,Dried Up River,0.563380867
PIPER,DANGER CHAMBER,0.563376427
FRANK,Rattlesnake Ravine,0.563355945
GENE,TIGER TRAP,0.563340987
GENE,Cube Force,0.563338066
LOU,Sticky Notes,0.563330811
GALE,Night at the Museum,0.563329049
POCO,Lit Match,0.563324764
POCO,Goldarm Gulch,0.563321371
BULL,WARRIOR'S WAY,0.563316948
SANDY,TIGER TRAP,0.563297325
JACKY,Parallel Plays,0.563297295
JACKY,Layer Cake,0.563296288
CARL,Hard Rock Mine,0.563292772
MEG,Split,0.563291286
NITA,Rockwall Brawl,0.563285022
FRANK,Kaboom Canyon,0.563269783
COLONEL RUFFS,Triple Dribble,0.563267889
CROW,Crystal Arcade,0.563257305
SANDY,Bridge Too Far,0.563247815
PENNY,Feast or Famine,0.563236312
BARLEY,Controller Chaos,0.563234183
JESSIE,Ends Meet,0.563221982
BARLEY,Flaring Phoenix,0.563219766
EMZ,Deep End,0.563217668
SQUEAK,SHROUDING SERPENT,0.563213333
BULL,Firm Grip,0.563213331
EDGAR,MONKEY MAZE,0.563192418
GALE,Cube Force,0.563172954
LOLA,Cotton Candy Dreams,0.56316953
PENNY,Sticky Notes,0.563168002
BO,Mystic Touch,0.563157013
STU,WARRIOR'S WAY,0.563152006
BROCK,DUELIST'S DESTINY,0.563146828
BO,Cotton Candy Dreams,0.563138009
LEON,Dark Passage,0.563137987
EL PRIMO,Dry Season,0.563136692
MEG,Double Swoosh,0.563136402
NANI,DUELIST'S DESTINY,0.563128627
BYRON,Power Shot,0.563114188
SQUEAK,Controller Chaos,0.563113075
CARL,Junk Park,0.563101399
SANDY,Diagonal Alley,0.563101342
BIBI,Ring of Fire,0.563096974
CROW,Field Goal,0.563088561
PAM,Double Trouble,0.563081277
BULL,Nuts & Bolts,0.563063615
MEG,Factory Rush,0.563060396
STU,Flooded Mine,0.563059719
PENNY,Cavern Churn,0.563058236
CARL,Firm Grip,0.563053469
MORTIS,Deathcap Trap,0.563051772
ROSA,Lit Match,0.563034973
8-BIT,Double Trouble,0.563033023
POCO,Shooting Star,0.56302201
BELLE,SHROUDING SERPENT,0.56301975
SANDY,Electric Zone,0.563010877
BIBI,Last Stand,0.56300158
CROW,WARRIOR'S WAY,0.562994053
JESSIE,Layer Cake,0.562976097
AMBER,Dark Passage,0.562943038
EDGAR,WARRIOR'S WAY,0.562932247
ROSA,Safety Center,0.562918704
BUZZ,Backyard Bowl,0.56291795
EDGAR,DUELIST'S DESTINY,0.562905978
LOU,Shooting Star,0.562893914
MR. P,Gem Source,0.562891663
GALE,Gem Fort,0.562873463
SPROUT,Scorched Stone,0.562867917
FANG,SHROUDING SERPENT,0.562856706
SQUEAK,Dark Passage,0.562853033
BIBI,Backyard Bowl,0.562848298
TARA,Minecart Madness,0.562842014
SQUEAK,Firm Grip,0.562830119
GRIFF,Hot Potato,0.562822202
PENNY,Dark Passage,0.562821731
GALE,Goldarm Gulch,0.5628199
LEON,Gem Source,0.562818432
COLETTE,Factory Rush,0.562777667
CROW,Pinball Dreams,0.562764845
SURGE,Belle's Rock,0.562763118
CARL,Acid Lakes,0.562747761
SANDY,SHROUDING SERPENT,0.562743449
ASH,Lit Match,0.562735155
SPROUT,Hideout,0.562721312
JESSIE,Pit Stop,0.562717712
COLONEL RUFFS,Bridge Too Far,0.562711682
BULL,Deathcap Trap,0.562711034
FANG,Parallel Plays,0.562709842
EL PRIMO,Double Swoosh,0.562704105
BO,Pit Stop,0.562700824
GALE,Bridge Too Far,0.56269781
NITA,Ring of Fire,0.562693525
BARLEY,Scorched Stone,0.562692156
BYRON,Dark Fantasies,0.562688209
BULL,Gem Source,0.562674341
SANDY,Mystic Touch,0.562668639
MEG,Diagonal Alley,0.562668465
MORTIS,Shooting Star,0.562661985
LOU,Hideout,0.562655156
COLONEL RUFFS,Electric Zone,0.562635164
LOU,Cotton Candy Dreams,0.562625839
GRIFF,Dueling Beetles,0.562625488
GALE,Luis' Revenge,0.562619873
BYRON,Junk Park,0.562616178
BUZZ,Cotton Candy Dreams,0.562603508
MR. P,Dry Season,0.562599735
LOLA,Pit Stop,0.562587303
JACKY,Dark Passage,0.562577489
POCO,SHROUDING SERPENT,0.562547543
GRIFF,Factory Rush,0.562542698
ROSA,Pit Stop,0.562538584
COLONEL RUFFS,Hot Potato,0.562537547
SQUEAK,Deathcap Trap,0.562528606
GALE,Some Assembly Required,0.562527822
COLETTE,Double Swoosh,0.562524077
BIBI,Parallel Plays,0.562523089
BELLE,Dark Passage,0.562514679
PENNY,Bric-a-Brac,0.56249815
SPIKE,Dueling Beetles,0.562485942
LOLA,Nuts & Bolts,0.562485832
FRANK,Ends Meet,0.562474152
LOLA,Safe Zone,0.562461647
GRIFF,Safety Center,0.562455516
TARA,Excel,0.562452828
BROCK,Bridge Too Far,0.5624513
MAX,Danger Zone,0.562444821
SQUEAK,Dried Up River,0.56243028
ROSA,Acute Angle,0.562412465
COLETTE,Goldarm Gulch,0.562405983
BULL,Dark Passage,0.562405316
CARL,Dried Up River,0.562393854
COLETTE,Hot Potato,0.562391322
JACKY,Split,0.56238473
PAM,Pit Stop,0.562384692
BARLEY,Acute Angle,0.562380962
AMBER,Robo Ring,0.562379131
RICO,Junk Park,0.562378243
DARRYL,Factory Rush,0.562371808
SPROUT,WARRIOR'S WAY,0.562371749
NITA,Mystic Touch,0.56237115
STU,Double Swoosh,0.562351706
BULL,Luis' Revenge,0.562349091
BUZZ,Layer Cake,0.562345193
MR. P,Center Stage,0.562338536
BIBI,Four Squared,0.562338389
CARL,Scorched Stone,0.562336082
LOLA,Factory Rush,0.562331992
PIPER,Controller Chaos,0.562330002
COLT,TIGER TRAP,0.562324587
TARA,Junk Park,0.562321658
NITA,Ruins,0.562317422
PENNY,Scorched Stone,0.562294362
MR. P,MONKEY MAZE,0.5622939
LEON,Scorched Stone,0.562292988
COLT,Bot Drop,0.562285571
PAM,Acid Lakes,0.562278899
LOU,Split,0.562271967
SANDY,Acute Angle,0.562270675
SPROUT,Goldarm Gulch,0.56225183
MR. P,Hideout,0.562250152
TICK,Dueling Beetles,0.56224398
FRANK,Excel,0.562242122
JESSIE,Diagonal Alley,0.562240573
BIBI,Dark Passage,0.562235633
PENNY,Power Shot,0.562228627
GROM,Danger Zone,0.562217535
COLONEL RUFFS,Deathcap Trap,0.562207335
TARA,Shooting Star,0.562203304
MR. P,Diagonal Alley,0.562196173
SPIKE,Rattlesnake Ravine,0.562183355
JESSIE,Middle Ground,0.562182075
AMBER,Triple Dribble,0.562181413
AMBER,Ruins,0.562173695
BELLE,Kaboom Canyon,0.562170627
COLETTE,Gem Source,0.562161003
NANI,Ring of Fire,0.56215369
ROSA,Undermine,0.562146711
DARRYL,Layer Cake,0.562143054
CARL,Minecart Madness,0.562135906
AMBER,Scorched Stone,0.56212725
MEG,Parallel Plays,0.562113934
PIPER,Some Assembly Required,0.562106703
MAX,Sticky Notes,0.56210155
BROCK,Flaring Phoenix,0.562095771
DARRYL,Acute Angle,0.562072182
BUZZ,Gem Source,0.562061114
COLETTE,Belle's Rock,0.562056585
SURGE,Four Squared,0.562048775
GRIFF,Flooded Mine,0.562048739
BYRON,Dark Passage,0.562045485
CROW,Pierced,0.562037064
POCO,Factory Rush,0.56202944
GRIFF,SUPER CITY,0.562029258
CARL,Hideout,0.562024356
FRANK,Robo Ring,0.562020863
FRANK,Dark Passage,0.562012789
GALE,Shooting Star,0.562010174
LOU,Last Stand,0.562005505
SANDY,Deathcap Trap,0.562001896
EDGAR,Bric-a-Brac,0.561968056
NITA,Bric-a-Brac,0.561963275
CROW,Hideout,0.561942835
MEG,Rattlesnake Ravine,0.561942683
MAX,Last Stand,0.561932076
GENE,Some Assembly Required,0.561922841
AMBER,Safe Zone,0.561918987
EDGAR,Lit Match,0.561907286
POCO,Pit Stop,0.561884841
SPIKE,Deep Diner,0.561884717
MR. P,Safety Center,0.561868627
STU,Dueling Beetles,0.561860764
EMZ,Layer Cake,0.561846364
POCO,Bric-a-Brac,0.561836939
NANI,Electric Zone,0.56183602
PAM,Center Field,0.561834481
CARL,Bot Drop,0.561828231
BO,Shooting Star,0.561823568
MR. P,Nuts & Bolts,0.561822318
BARLEY,Dark Passage,0.561816181
TICK,Hot Potato,0.561815591
COLONEL RUFFS,Goldarm Gulch,0.561814988
SPROUT,Electric Zone,0.561785166
SHELLY,Pierced,0.561780578
MR. P,Scorched Stone,0.561775404
SURGE,Hard Rock Mine,0.561769473
SURGE,Luis' Revenge,0.561761054
SPROUT,Crystal Arcade,0.561758917
GRIFF,Double Trouble,0.561752265
BROCK,Split,0.56175019
BELLE,Safe Zone,0.561748829
FANG,Acute Angle,0.561743194
PENNY,Mystic Touch,0.561739123
SHELLY,Deep Diner,0.561732925
EMZ,Goldarm Gulch,0.561704432
SHELLY,Gem Source,0.561702479
GRIFF,Junk Park,0.561699384
EMZ,Luis' Revenge,0.561685166
COLONEL RUFFS,Flaring Phoenix,0.561675585
MAX,Hard Rock Mine,0.561659461
EL PRIMO,Pierced,0.561657865
TARA,Ends Meet,0.56165416
EL PRIMO,Ring of Fire,0.561649665
EL PRIMO,Kaboom Canyon,0.561644073
NANI,Controller Chaos,0.561626335
POCO,SUPER CITY,0.561619986
SQUEAK,Acid Lakes,0.561611117
DARRYL,Lit Match,0.561610212
8-BIT,Some Assembly Required,0.561609762
BULL,Bridge Too Far,0.561603724
COLETTE,Dark Fantasies,0.561602536
BULL,Safety Center,0.561596325
NITA,Nuts & Bolts,0.561575459
COLETTE,Middle Ground,0.561571216
AMBER,Safety Center,0.561533548
BULL,Controller Chaos,0.561531513
FRANK,Bot Drop,0.561523132
BULL,Shooting Star,0.56152185
SANDY,Some Assembly Required,0.56151431
LOU,Flaring Phoenix,0.561512403
EL PRIMO,Diagonal Alley,0.561505895
GRIFF,Pit Stop,0.561496599
GRIFF,Deep Diner,0.561491122
COLONEL RUFFS,Sneaky Fields,0.561490096
BO,Deep Diner,0.561488311
GRIFF,Luis' Revenge,0.561485627
BULL,Factory Rush,0.561475199
BEA,Middle Ground,0.561474527
RICO,Robo Ring,0.561462035
BYRON,Split,0.561461845
CARL,Last Stand,0.56145743
LEON,Double Trouble,0.561455684
BROCK,Bric-a-Brac,0.561438524
LEON,Rattlesnake Ravine,0.561438495
MAX,Split,0.561435203
RICO,Belle's Rock,0.561434652
COLETTE,Gem Fort,0.561429092
BELLE,Gem Fort,0.561428944
GALE,Rockwall Brawl,0.561422474
STU,Bric-a-Brac,0.561412266
MR. P,Some Assembly Required,0.56140865
POCO,Some Assembly Required,0.561388779
CROW,Ring of Fire,0.561386287
8-BIT,Mystic Touch,0.561384841
BELLE,Four Squared,0.561375217
BARLEY,Pierced,0.561373602
SQUEAK,Kaboom Canyon,0.561370555
SQUEAK,Safe Zone,0.561367646
CROW,Double Swoosh,0.561365599
BROCK,WARRIOR'S WAY,0.561361369
GALE,Dark Fantasies,0.561358016
EL PRIMO,Deep End,0.561356822
PENNY,Robo Ring,0.561353041
BULL,Mystic Touch,0.561348211
COLETTE,Triple Dribble,0.561339635
SANDY,Backyard Bowl,0.561328557
BELLE,Pierced,0.561307759
NANI,Cotton Candy Dreams,0.561294891
COLETTE,Controller Chaos,0.561290266
MR. P,Feast or Famine,0.561282703
PAM,Goldarm Gulch,0.561272063
PIPER,Rattlesnake Ravine,0.561271715
8-BIT,Minecart Madness,0.561249623
GENE,Controller Chaos,0.561248335
MR. P,Deep End,0.561246888
SPROUT,Danger Zone,0.561234796
PENNY,Safety Center,0.561232223
COLONEL RUFFS,Power Shot,0.561229501
MR. P,Binary Coding,0.56122523
BYRON,Middle Ground,0.561223341
MEG,Lit Match,0.561219161
COLONEL RUFFS,Danger Zone,0.561217875
8-BIT,Skull Creek,0.561208032
COLONEL RUFFS,Firm Grip,0.561186489
FANG,Ends Meet,0.561170411
RICO,Nuts & Bolts,0.561163882
AMBER,Minecart Madness,0.561149522
BULL,Four Squared,0.561132896
LOLA,Lit Match,0.561106695
FRANK,Flaring Phoenix,0.561100111
TICK,SUPER CITY,0.561049838
GENE,Last Stand,0.561042831
SHELLY,Parallel Plays,0.561032705
SPROUT,Gem Source,0.561025064
GENE,Sneaky Fields,0.561015825
MR. P,Bot Drop,0.561014926
LOU,Bric-a-Brac,0.56101255
MR. P,Acute Angle,0.560999462
EMZ,Excel,0.560993361
MR. P,Mystic Touch,0.56098342
BULL,Some Assembly Required,0.560981756
PENNY,SUPER CITY,0.560972225
DARRYL,Cotton Candy Dreams,0.560968223
LOU,Middle Ground,0.56096538
GRIFF,Scorched Stone,0.560963767
AMBER,Rockwall Brawl,0.560958307
GROM,Rattlesnake Ravine,0.56095537
NITA,Acid Lakes,0.560936333
RICO,Double Swoosh,0.560932459
LEON,DANGER CHAMBER,0.56092276
LEON,Flooded Mine,0.560920946
SANDY,Double Trouble,0.560919899
LOLA,Pierced,0.560917312
GRIFF,Gem Source,0.560907061
SURGE,Super Stadium,0.560895016
FANG,Shooting Star,0.56088852
GRIFF,Rockwall Brawl,0.560883328
SQUEAK,Last Stand,0.560857009
SANDY,Minecart Madness,0.560854863
EL PRIMO,Split,0.560847698
MR. P,Super Stadium,0.560826828
AMBER,Nuts & Bolts,0.560819439
MAX,Four Squared,0.56080637
PAM,Pierced,0.560803516
LEON,Safe Zone,0.560801852
ROSA,Junk Park,0.560798953
BARLEY,Flooded Mine,0.560798391
BARLEY,Safe Zone,0.560791806
BO,Bridge Too Far,0.560785196
NANI,Undermine,0.560765598
BUZZ,Kaboom Canyon,0.560759727
EL PRIMO,Parallel Plays,0.560717921
MAX,Some Assembly Required,0.560714249
ROSA,Dueling Beetles,0.560705759
SPROUT,Kaboom Canyon,0.56070448
SHELLY,Factory Rush,0.560684756
BIBI,Electric Zone,0.560671866
NANI,Gem Fort,0.560667762
PAM,Dark Fantasies,0.560664339
ROSA,SUPER CITY,0.56066132
LOU,Double Trouble,0.560651248
GRIFF,Flaring Phoenix,0.56064996
GENE,Junk Park,0.560642734
MAX,Center Field,0.560641728
MAX,Hot Potato,0.560640746
PAM,Bric-a-Brac,0.560631256
PENNY,Bridge Too Far,0.560621611
PIPER,Undermine,0.560616521
BYRON,Deathcap Trap,0.560609843
BIBI,Goldarm Gulch,0.560604522
MAX,Dark Fantasies,0.560601298
SANDY,Safety Center,0.560600369
LOU,Pierced,0.560597621
FRANK,Mystic Touch,0.560588963
EMZ,Split,0.560586599
ROSA,Factory Rush,0.560585098
COLONEL RUFFS,Cube Force,0.560549104
POCO,Bridge Too Far,0.560541035
SPROUT,Deathcap Trap,0.560539221
AMBER,Flaring Phoenix,0.560538543
LOLA,Diagonal Alley,0.560525814
COLETTE,Flooded Mine,0.560523866
ASH,Last Stand,0.560522375
LEON,Ring of Fire,0.560515591
PIPER,Safe Zone,0.560511725
TARA,Parallel Plays,0.560507934
DYNAMIKE,Lit Match,0.560499996
SPROUT,Cotton Candy Dreams,0.560481947
MORTIS,Flaring Phoenix,0.560465012
PENNY,Flooded Mine,0.560434399
MR. P,Pinhole Punt,0.560420379
PENNY,Last Stand,0.560409307
SPIKE,Four Squared,0.560407706
BARLEY,Center Stage,0.560399706
8-BIT,Gem Source,0.560396061
MR. P,Electric Zone,0.560380399
JESSIE,Scorched Stone,0.560378637
PIPER,Layer Cake,0.560373159
CROW,Hard Rock Mine,0.560371825
SQUEAK,Robo Ring,0.560332804
COLONEL RUFFS,Cotton Candy Dreams,0.56031797
GALE,Mystic Touch,0.5603
LOU,Robo Ring,0.560291302
MR. P,Pinball Dreams,0.56028768
JESSIE,Shooting Star,0.560286469
BYRON,Bridge Too Far,0.56027893
GRIFF,Nuts & Bolts,0.560276475
EL PRIMO,Hideout,0.560261702
BYRON,SUPER CITY,0.560251684
MAX,DANGER CHAMBER,0.560251516
FRANK,Four Squared,0.560248989
MAX,DUELIST'S DESTINY,0.560248048
RICO,Crystal Arcade,0.560246315
DARRYL,Bric-a-Brac,0.560240369
BUZZ,Dark Passage,0.560240002
RICO,SHROUDING SERPENT,0.560233994
MAX,Slalom Slam,0.560230991
JACKY,Hot Potato,0.56022443
ROSA,Scorched Stone,0.560218523
GENE,Dark Fantasies,0.560216793
BARLEY,Slalom Slam,0.560215137
LOLA,Night at the Museum,0.560208897
GENE,Electric Zone,0.560204039
PIPER,Cube Force,0.560196378
BIBI,Sneaky Fields,0.560183574
SANDY,SUPER CITY,0.560180256
EMZ,Pit Stop,0.560178145
CARL,Backyard Bowl,0.560167645
PIPER,Backyard Bowl,0.560162649
SURGE,TIGER TRAP,0.560159118
SPROUT,Parallel Plays,0.560153122
RICO,Kaboom Canyon,0.560151039
SQUEAK,Gem Source,0.560150437
BO,Dark Fantasies,0.560145055
COLONEL RUFFS,Feast or Famine,0.560138922
MR. P,Acid Lakes,0.560126416
CROW,Super Stadium,0.560117187
SANDY,Excel,0.560097205
GALE,Excel,0.560081086
NANI,Four Squared,0.560078831
MR. P,Sneaky Fields,0.560069156
LEON,Super Stadium,0.560053577
BUZZ,Gem Fort,0.560052949
EMZ,Robo Ring,0.560041453
BROCK,Undermine,0.560032437
SPIKE,Dark Fantasies,0.560028693
AMBER,Pinball Dreams,0.560025316
BUZZ,Rockwall Brawl,0.560008496
PENNY,MONKEY MAZE,0.560008201
CARL,Bric-a-Brac,0.560000179
BULL,Ring of Fire,0.559993434
MAX,Minecart Madness,0.559986721
BROCK,Junk Park,0.559978422
EL PRIMO,Deep Diner,0.559973611
MORTIS,Pierced,0.559972806
EMZ,Last Stand,0.559971392
EMZ,Safe Zone,0.559971302
COLETTE,Pit Stop,0.559964774
MEG,Nuts & Bolts,0.559960222
BYRON,Dune Drift,0.559956023
SPIKE,Bridge Too Far,0.559946786
ROSA,Cube Force,0.559946723
COLONEL RUFFS,Layer Cake,0.559938631
ROSA,Bot Drop,0.559929236
JESSIE,Robo Ring,0.559928294
BUZZ,Split,0.559922114
PIPER,Belle's Rock,0.55991115
STU,SUPER CITY,0.55990864
LOU,Cavern Churn,0.559905602
BYRON,Sticky Notes,0.55989255
LOLA,Hot Potato,0.55988939
GENE,Danger Zone,0.559888592
STU,Crystal Arcade,0.559884385
SURGE,Dune Drift,0.559879022
BIBI,Slalom Slam,0.55987132
JESSIE,Skull Creek,0.559864565
BO,Belle's Rock,0.559858701
LOU,Flooded Mine,0.559854843
COLONEL RUFFS,Double Swoosh,0.559840228
GENE,Four Squared,0.559837347
AMBER,Skull Creek,0.559824429
AMBER,Pit Stop,0.559813268
MORTIS,Deep Diner,0.559812809
BUZZ,Controller Chaos,0.559807906
EDGAR,Dune Drift,0.559801965
TICK,Gem Source,0.559796817
MAX,Feast or Famine,0.559795619
BULL,Dry Season,0.55978274
FRANK,Factory Rush,0.559780942
COLONEL RUFFS,Sticky Notes,0.559775765
BIBI,Sticky Notes,0.559771214
BYRON,Flaring Phoenix,0.559764841
BIBI,Deep End,0.559757689
8-BIT,Dark Fantasies,0.559747347
BROCK,Ends Meet,0.559731978
COLONEL RUFFS,Factory Rush,0.559729746
EMZ,Hideout,0.559729292
BIBI,Pit Stop,0.559725617
JACKY,Acid Lakes,0.559725552
BARLEY,Ring of Fire,0.559710312
DARRYL,Shooting Star,0.559707642
NITA,Double Trouble,0.559704485
MAX,Pierced,0.559702948
PAM,Scorched Stone,0.55969696
TICK,Center Field,0.559690833
ASH,Pit Stop,0.559688705
JESSIE,WARRIOR'S WAY,0.559673028
SQUEAK,Dueling Beetles,0.559672355
FANG,Night at the Museum,0.559668113
FRANK,Safe Zone,0.559666074
FRANK,Minecart Madness,0.559662971
BROCK,Gem Source,0.559651558
AMBER,Danger Zone,0.559638469
GALE,Electric Zone,0.559615379
POCO,Kaboom Canyon,0.559605205
BUZZ,Dry Season,0.559600572
RICO,Deep Diner,0.559598006
PAM,Safety Center,0.559584459
SPROUT,Deep Diner,0.559563854
SQUEAK,Skull Creek,0.559560274
POCO,Dark Fantasies,0.559555902
MAX,Center Stage,0.559552448
JESSIE,Ruins,0.559547683
BUZZ,Night at the Museum,0.559547194
COLETTE,Safe Zone,0.559545254
CARL,Lit Match,0.559540162
SQUEAK,Crystal Arcade,0.559518852
COLETTE,Deep Diner,0.559500062
BROCK,Parallel Plays,0.559495669
POCO,Scorched Stone,0.559481331
EMZ,MONKEY MAZE,0.559477534
BIBI,Center Stage,0.559468631
MORTIS,Belle's Rock,0.559464687
AMBER,Four Squared,0.559457669
ROSA,Ring of Fire,0.559455733
DYNAMIKE,Gem Fort,0.559450251
LOLA,Last Stand,0.559449895
GENE,Goldarm Gulch,0.559446751
BO,Power Shot,0.559434848
MEG,Rockwall Brawl,0.559432704
BROCK,Last Stand,0.559424515
COLT,Junk Park,0.559415971
BO,Binary Coding,0.559402936
CARL,Crystal Arcade,0.559389659
8-BIT,Center Stage,0.559388253
TARA,Ring of Fire,0.559383927
EL PRIMO,Belle's Rock,0.55938297
COLONEL RUFFS,Pinhole Punt,0.559380698
TARA,Hideout,0.559374247
PENNY,Lit Match,0.559366731
GALE,Acute Angle,0.559365984
8-BIT,Bot Drop,0.559358918
GRIFF,Lit Match,0.559357355
MAX,Crystal Arcade,0.559343857
EDGAR,Split,0.559343232
SPROUT,Last Stand,0.559334209
NANI,Binary Coding,0.559331845
GALE,Ends Meet,0.559330373
COLONEL RUFFS,Crystal Arcade,0.559319065
GRIFF,Pierced,0.559317924
FRANK,Dueling Beetles,0.559313876
CROW,DUELIST'S DESTINY,0.55931041
BUZZ,Hideout,0.559302649
EL PRIMO,Hard Rock Mine,0.559296377
BROCK,Lit Match,0.559292139
BARLEY,Hot Potato,0.559278761
TICK,Super Stadium,0.559270581
BEA,Hideout,0.559261919
EDGAR,Dry Season,0.559261857
SHELLY,Flaring Phoenix,0.559248686
STU,Hard Rock Mine,0.55922135
MR. P,Robo Ring,0.559212765
CROW,Danger Zone,0.559184963
BARLEY,Dueling Beetles,0.559181231
STU,Gem Fort,0.559180856
FANG,Dry Season,0.559176434
SANDY,Middle Ground,0.559173428
COLETTE,Pinhole Punt,0.559166827
CROW,SUPER CITY,0.559164864
AMBER,Dueling Beetles,0.559160572
BEA,Night at the Museum,0.559157033
FANG,Cotton Candy Dreams,0.559156868
SURGE,Deathcap Trap,0.559152379
SURGE,Controller Chaos,0.55914783
GRIFF,Crystal Arcade,0.559147755
RICO,Danger Zone,0.559141181
BIBI,SUPER CITY,0.55913214
BELLE,Junk Park,0.559129071
EMZ,Gem Fort,0.559128692
SPROUT,Some Assembly Required,0.559122688
EL PRIMO,Some Assembly Required,0.559102436
BEA,TIGER TRAP,0.559096316
FANG,Belle's Rock,0.559078606
EMZ,NO SURRENDER,0.559068615
JESSIE,Some Assembly Required,0.559066559
EL PRIMO,Cotton Candy Dreams,0.559058665
SPIKE,Ring of Fire,0.559058003
SQUEAK,Some Assembly Required,0.55902106
FRANK,Gem Fort,0.55901487
NANI,Dark Fantasies,0.559012045
COLETTE,Super Stadium,0.559007218
SANDY,Cube Force,0.559004181
BELLE,Crystal Arcade,0.559003289
PAM,Kaboom Canyon,0.558993417
LEON,SHROUDING SERPENT,0.558989575
TICK,Deep Diner,0.558965548
MEG,Shooting Star,0.558958618
CARL,Robo Ring,0.558943887
MAX,Pit Stop,0.558939956
EMZ,Parallel Plays,0.558937684
BUZZ,Luis' Revenge,0.558937409
EL PRIMO,Dark Passage,0.55890367
COLONEL RUFFS,Dark Passage,0.558892933
STU,Last Stand,0.558878167
LEON,Kaboom Canyon,0.558857376
ROSA,Minecart Madness,0.558842504
EMZ,Nuts & Bolts,0.558838904
SHELLY,Sticky Notes,0.55883817
GENE,Dark Passage,0.55883237
MAX,Luis' Revenge,0.558823819
GRIFF,Mystic Touch,0.558822981
BO,Lit Match,0.558819484
SPROUT,Rockwall Brawl,0.558816904
8-BIT,Pierced,0.558809427
BROCK,Bot Drop,0.558801235
FRANK,Flooded Mine,0.558793573
SQUEAK,Ruins,0.55879047
BARLEY,Gem Source,0.558784302
LOU,Dried Up River,0.558784044
BO,Rattlesnake Ravine,0.558783725
EDGAR,Bot Drop,0.558777322
RICO,Cotton Candy Dreams,0.558756369
POCO,TIGER TRAP,0.558750593
SURGE,Hideout,0.558749944
BROCK,Nuts & Bolts,0.558749145
EL PRIMO,Backyard Bowl,0.558742463
TARA,Middle Ground,0.55873745
RICO,Bric-a-Brac,0.558732385
LEON,WARRIOR'S WAY,0.558726035
CARL,Some Assembly Required,0.55872531
MAX,MONKEY MAZE,0.558722686
POCO,Safe Zone,0.558720691
ROSA,DUELIST'S DESTINY,0.558716546
BELLE,Parallel Plays,0.558706975
SHELLY,Split,0.558702779
MR. P,Ruins,0.558697288
PAM,Deathcap Trap,0.558696828
BO,Backyard Bowl,0.558682393
MR. P,Middle Ground,0.558676158
STU,Hideout,0.558675185
SANDY,Bot Drop,0.558651169
BO,Crystal Arcade,0.558644478
LOU,Bot Drop,0.558643026
LOU,Parallel Plays,0.558642811
LOU,Skull Creek,0.558632534
POCO,Skull Creek,0.558632459
PAM,Pinball Dreams,0.558628796
LEON,Pit Stop,0.558625914
FRANK,Undermine,0.558624846
SHELLY,Nuts & Bolts,0.558623878
FANG,Rattlesnake Ravine,0.558618274
DARRYL,Deathcap Trap,0.558614949
8-BIT,Lit Match,0.558612958
PENNY,Rockwall Brawl,0.558612842
SANDY,WARRIOR'S WAY,0.558597505
TICK,Hard Rock Mine,0.558595269
NANI,Ends Meet,0.558592379
PENNY,Triple Dribble,0.558588524
RICO,Parallel Plays,0.558586511
BUZZ,Dark Fantasies,0.558574876
NITA,Some Assembly Required,0.558566853
EL PRIMO,Feast or Famine,0.558561212
LOU,Rockwall Brawl,0.558556318
BELLE,Nuts & Bolts,0.5585475
MR. P,Safe Zone,0.558539577
TICK,Split,0.558535482
EL PRIMO,Flaring Phoenix,0.558524986
COLONEL RUFFS,Junk Park,0.55852192
STU,Four Squared,0.558520554
